term,week,weekly_score,category
real madrid,2025-06-08,3415,sports
real madrid,2025-06-15,20152,sports
real madrid,2025-06-22,26848,sports
real madrid,2025-06-29,29619,sports
real madrid,2025-07-06,34075,sports
real madrid,2025-07-13,4185,sports
real madrid,2025-07-20,5339,sports
real madrid,2025-07-27,10232,sports
real madrid,2025-08-03,4091,sports
real madrid,2025-08-10,5784,sports
ufc fight night,2020-08-16,1130,sports
ufc fight night,2020-08-23,2741,sports
ufc fight night,2020-08-30,3488,sports
ufc fight night,2020-09-06,2581,sports
ufc fight night,2020-09-13,4004,sports
ufc fight night,2020-09-20,4000,sports
ufc fight night,2020-09-27,1445,sports
ufc fight night,2020-10-04,3565,sports
ufc fight night,2020-10-11,2925,sports
ufc fight night,2020-10-18,2086,sports
ufc fight night,2020-10-25,1096,sports
ufc fight night,2020-11-01,1655,sports
ufc fight night,2020-11-08,2636,sports
ufc fight night,2020-11-15,1282,sports
ufc fight night,2020-11-22,1630,sports
ufc fight night,2020-11-29,2936,sports
ufc fight night,2020-12-06,1168,sports
ufc fight night,2020-12-13,1980,sports
ufc fight night,2020-12-20,1387,sports
ufc fight night,2020-12-27,164,sports
ufc fight night,2021-01-03,124,sports
ufc fight night,2021-01-10,2092,sports
ufc fight night,2021-01-17,2928,sports
ufc fight night,2021-01-24,1909,sports
ufc fight night,2021-01-31,1419,sports
ufc fight night,2021-02-07,2167,sports
ufc fight night,2021-02-14,2058,sports
ufc fight night,2021-02-21,3994,sports
ufc fight night,2021-02-28,2865,sports
ufc fight night,2021-03-07,1734,sports
ufc fight night,2021-03-14,2475,sports
ufc fight night,2021-03-21,1858,sports
ufc fight night,2021-03-28,1006,sports
ufc fight night,2021-04-04,1645,sports
ufc fight night,2021-04-11,1774,sports
ufc fight night,2021-04-18,2722,sports
ufc fight night,2021-04-25,1531,sports
ufc fight night,2021-05-02,3070,sports
ufc fight night,2021-05-09,1794,sports
ufc fight night,2021-05-16,1736,sports
ufc fight night,2021-05-23,2280,sports
ufc fight night,2021-05-30,1119,sports
ufc fight night,2021-06-06,1177,sports
ufc fight night,2021-06-13,1399,sports
ufc fight night,2021-06-20,1642,sports
ufc fight night,2021-06-27,614,sports
ufc fight night,2021-07-04,499,sports
ufc fight night,2021-07-11,1926,sports
ufc fight night,2021-07-18,5334,sports
ufc fight night,2021-07-25,2754,sports
ufc fight night,2021-08-01,1532,sports
ufc fight night,2021-08-08,803,sports
ufc fight night,2021-08-15,753,sports
ufc fight night,2021-08-22,2515,sports
ufc fight night,2021-08-29,3002,sports
ufc fight night,2021-09-05,547,sports
ufc fight night,2021-09-12,913,sports
ufc fight night,2021-09-19,1436,sports
ufc fight night,2021-09-26,1889,sports
ufc fight night,2021-10-03,1597,sports
ufc fight night,2021-10-10,737,sports
ufc fight night,2021-10-17,1258,sports
ufc fight night,2021-10-24,1011,sports
ufc fight night,2021-10-31,615,sports
ufc fight night,2021-11-07,2863,sports
ufc fight night,2021-11-14,1578,sports
ufc fight night,2021-11-21,1058,sports
ufc fight night,2021-11-28,736,sports
ufc fight night,2021-12-05,1689,sports
ufc fight night,2021-12-12,1691,sports
ufc fight night,2021-12-19,1382,sports
ufc fight night,2021-12-26,131,sports
ufc fight night,2022-01-02,42,sports
ufc fight night,2022-01-09,609,sports
ufc fight night,2022-01-16,809,sports
ufc fight night,2022-01-23,651,sports
ufc fight night,2022-01-30,545,sports
ufc fight night,2022-02-06,1013,sports
ufc fight night,2022-02-13,925,sports
ufc fight night,2022-02-20,2313,sports
ufc fight night,2022-02-27,1763,sports
ufc fight night,2022-03-06,1303,sports
ufc fight night,2022-03-13,4231,sports
ufc fight night,2022-03-20,1998,sports
ufc fight night,2022-03-27,1248,sports
ufc fight night,2022-04-03,233,sports
ufc fight night,2022-04-10,1575,sports
ufc fight night,2022-04-17,1869,sports
ufc fight night,2022-04-24,1500,sports
ufc fight night,2022-05-01,1239,sports
ufc fight night,2022-05-08,871,sports
ufc fight night,2022-05-15,2401,sports
ufc fight night,2022-05-22,959,sports
ufc fight night,2022-05-29,829,sports
ufc fight night,2022-06-05,824,sports
ufc fight night,2022-06-12,1685,sports
ufc fight night,2022-06-19,2033,sports
ufc fight night,2022-06-26,1214,sports
ufc fight night,2022-07-03,1392,sports
ufc fight night,2022-07-10,3364,sports
ufc fight night,2022-07-17,5138,sports
ufc fight night,2022-07-24,1004,sports
ufc fight night,2022-07-31,1212,sports
ufc fight night,2022-08-07,3098,sports
ufc fight night,2022-08-14,1327,sports
ufc fight night,2022-08-21,877,sports
ufc fight night,2022-08-28,2217,sports
ufc fight night,2022-09-04,1150,sports
ufc fight night,2022-09-11,1464,sports
ufc fight night,2022-09-18,1052,sports
ufc fight night,2022-09-25,712,sports
ufc fight night,2022-10-02,720,sports
ufc fight night,2022-10-09,569,sports
ufc fight night,2022-10-16,575,sports
ufc fight night,2022-10-23,228,sports
ufc fight night,2022-10-30,513,sports
ufc fight night,2022-11-06,385,sports
ufc fight night,2022-11-13,854,sports
ufc fight night,2022-11-20,472,sports
ufc fight night,2022-11-27,788,sports
ufc fight night,2022-12-04,2967,sports
ufc fight night,2022-12-11,880,sports
ufc fight night,2022-12-18,919,sports
ufc fight night,2022-12-25,119,sports
ufc fight night,2023-01-01,190,sports
ufc fight night,2023-01-08,587,sports
ufc fight night,2023-01-15,904,sports
ufc fight night,2023-01-22,492,sports
ufc fight night,2023-01-29,767,sports
ufc fight night,2023-02-05,2448,sports
ufc fight night,2023-02-12,997,sports
ufc fight night,2023-02-19,994,sports
ufc fight night,2023-02-26,880,sports
ufc fight night,2023-03-05,1699,sports
ufc fight night,2023-03-12,1562,sports
ufc fight night,2023-03-19,1678,sports
ufc fight night,2023-03-26,1638,sports
ufc fight night,2023-04-02,566,sports
ufc fight night,2023-04-09,1823,sports
ufc fight night,2023-04-16,3233,sports
ufc fight night,2023-04-23,1362,sports
ufc fight night,2023-04-30,371,sports
ufc fight night,2023-05-07,1572,sports
ufc fight night,2023-05-14,802,sports
ufc fight night,2023-05-21,349,sports
ufc fight night,2023-05-28,411,sports
ufc fight night,2023-06-04,857,sports
ufc fight night,2023-06-11,551,sports
ufc fight night,2023-06-18,2020,sports
ufc fight night,2023-06-25,636,sports
ufc fight night,2023-07-02,411,sports
ufc fight night,2023-07-09,668,sports
ufc fight night,2023-07-16,1839,sports
ufc fight night,2023-07-23,380,sports
ufc fight night,2023-07-30,881,sports
ufc fight night,2023-08-06,1604,sports
ufc fight night,2023-08-13,587,sports
ufc fight night,2023-08-20,1750,sports
ufc fight night,2023-08-27,924,sports
ufc fight night,2023-09-03,326,sports
ufc fight night,2023-09-10,1195,sports
ufc fight night,2023-09-17,2164,sports
ufc fight night,2023-09-24,692,sports
ufc fight night,2023-10-01,406,sports
ufc fight night,2023-10-08,1100,sports
ufc fight night,2023-10-15,533,sports
ufc fight night,2023-10-22,34,sports
ufc fight night,2023-10-29,596,sports
ufc fight night,2023-11-05,614,sports
ufc fight night,2023-11-12,842,sports
ufc fight night,2023-11-19,479,sports
ufc fight night,2023-11-26,390,sports
ufc fight night,2023-12-03,1067,sports
ufc fight night,2023-12-10,801,sports
ufc fight night,2023-12-17,178,sports
ufc fight night,2023-12-24,36,sports
ufc fight night,2023-12-31,124,sports
ufc fight night,2024-01-07,370,sports
ufc fight night,2024-01-14,609,sports
ufc fight night,2024-01-21,313,sports
ufc fight night,2024-01-28,352,sports
ufc fight night,2024-02-04,518,sports
ufc fight night,2024-02-11,218,sports
ufc fight night,2024-02-18,1035,sports
ufc fight night,2024-02-25,3400,sports
ufc fight night,2024-03-03,162,sports
ufc fight night,2024-03-10,927,sports
ufc fight night,2024-03-17,454,sports
ufc fight night,2024-03-24,1114,sports
ufc fight night,2024-03-31,997,sports
ufc fight night,2024-04-07,225,sports
ufc fight night,2024-04-14,338,sports
ufc fight night,2024-04-21,357,sports
ufc fight night,2024-04-28,256,sports
ufc fight night,2024-05-05,897,sports
ufc fight night,2024-05-12,836,sports
ufc fight night,2024-05-19,296,sports
ufc fight night,2024-05-26,175,sports
ufc fight night,2024-06-02,1137,sports
ufc fight night,2024-06-09,1559,sports
ufc fight night,2024-06-16,2631,sports
ufc fight night,2024-06-23,408,sports
ufc fight night,2024-06-30,292,sports
ufc fight night,2024-07-07,682,sports
ufc fight night,2024-07-14,2168,sports
ufc fight night,2024-07-21,362,sports
ufc fight night,2024-07-28,3408,sports
ufc fight night,2024-08-04,825,sports
ufc fight night,2024-08-11,353,sports
ufc fight night,2024-08-18,452,sports
ufc fight night,2024-08-25,570,sports
ufc fight night,2024-09-01,255,sports
ufc fight night,2024-09-08,465,sports
ufc fight night,2024-09-15,303,sports
ufc fight night,2024-09-22,357,sports
ufc fight night,2024-09-29,86,sports
ufc fight night,2024-10-06,335,sports
ufc fight night,2024-10-13,499,sports
ufc fight night,2024-10-20,184,sports
ufc fight night,2024-10-27,343,sports
ufc fight night,2024-11-03,737,sports
ufc fight night,2024-11-10,359,sports
ufc fight night,2024-11-17,944,sports
ufc fight night,2024-11-24,43,sports
ufc fight night,2024-12-01,242,sports
ufc fight night,2024-12-08,595,sports
ufc fight night,2024-12-15,1940,sports
ufc fight night,2024-12-22,475,sports
ufc fight night,2024-12-29,296,sports
ufc fight night,2025-01-05,337,sports
ufc fight night,2025-01-12,240,sports
ufc fight night,2025-01-19,247,sports
ufc fight night,2025-01-26,6724,sports
ufc fight night,2025-02-02,973,sports
ufc fight night,2025-02-09,529,sports
ufc fight night,2025-02-16,853,sports
ufc fight night,2025-02-23,1587,sports
ufc fight night,2025-03-02,262,sports
ufc fight night,2025-03-09,710,sports
ufc fight night,2025-03-16,1362,sports
ufc fight night,2025-03-23,1017,sports
ufc fight night,2025-03-30,939,sports
ufc fight night,2025-04-06,389,sports
ufc fight night,2025-04-13,562,sports
ufc fight night,2025-04-20,561,sports
ufc fight night,2025-04-27,2178,sports
ufc fight night,2025-05-04,1432,sports
ufc fight night,2025-05-11,596,sports
ufc fight night,2025-05-18,348,sports
ufc fight night,2025-05-25,234,sports
ufc fight night,2025-06-01,394,sports
ufc fight night,2025-06-08,1162,sports
ufc fight night,2025-06-15,4931,sports
ufc fight night,2025-06-22,335,sports
ufc fight night,2025-06-29,277,sports
ufc fight night,2025-07-06,1538,sports
ufc fight night,2025-07-13,4462,sports
ufc fight night,2025-07-20,6172,sports
ufc paramount,2020-08-16,168,sports
ufc paramount,2020-08-23,186,sports
ufc paramount,2020-08-30,63,sports
ufc paramount,2020-09-06,86,sports
ufc paramount,2020-09-13,97,sports
ufc paramount,2020-09-20,,sports
ufc paramount,2020-09-27,,sports
ufc paramount,2020-10-04,,sports
ufc paramount,2020-10-11,,sports
ufc paramount,2020-10-18,,sports
ufc paramount,2020-10-25,,sports
ufc paramount,2020-11-01,100,sports
ufc paramount,2020-11-08,,sports
ufc paramount,2020-11-15,198,sports
ufc paramount,2020-11-22,68,sports
ufc paramount,2020-11-29,,sports
ufc paramount,2020-12-06,100,sports
ufc paramount,2020-12-13,,sports
ufc paramount,2020-12-20,100,sports
ufc paramount,2020-12-27,100,sports
ufc paramount,2021-01-03,,sports
ufc paramount,2021-01-10,,sports
ufc paramount,2021-01-17,100,sports
ufc paramount,2021-01-24,166,sports
ufc paramount,2021-01-31,100,sports
ufc paramount,2021-02-07,,sports
ufc paramount,2021-02-14,100,sports
ufc paramount,2021-02-21,,sports
ufc paramount,2021-02-28,,sports
ufc paramount,2021-03-07,,sports
ufc paramount,2021-03-14,200,sports
ufc paramount,2021-03-21,,sports
ufc paramount,2021-03-28,,sports
ufc paramount,2021-04-04,100,sports
ufc paramount,2021-04-11,,sports
ufc paramount,2021-04-18,,sports
ufc paramount,2021-04-25,,sports
ufc paramount,2021-05-02,53,sports
ufc paramount,2021-05-09,100,sports
ufc paramount,2021-05-16,80,sports
ufc paramount,2021-05-23,,sports
ufc paramount,2021-05-30,61,sports
ufc paramount,2021-06-06,,sports
ufc paramount,2021-06-13,,sports
ufc paramount,2021-06-20,,sports
ufc paramount,2021-06-27,,sports
ufc paramount,2021-07-04,,sports
ufc paramount,2021-07-11,200,sports
ufc paramount,2021-07-18,,sports
ufc paramount,2021-07-25,100,sports
ufc paramount,2021-08-01,,sports
ufc paramount,2021-08-08,74,sports
ufc paramount,2021-08-15,,sports
ufc paramount,2021-08-22,100,sports
ufc paramount,2021-08-29,100,sports
ufc paramount,2021-09-05,100,sports
ufc paramount,2021-09-12,,sports
ufc paramount,2021-09-19,,sports
ufc paramount,2021-09-26,,sports
ufc paramount,2021-10-03,175,sports
ufc paramount,2021-10-10,,sports
ufc paramount,2021-10-17,100,sports
ufc paramount,2021-10-24,,sports
ufc paramount,2021-10-31,100,sports
ufc paramount,2021-11-07,64,sports
ufc paramount,2021-11-14,100,sports
ufc paramount,2021-11-21,,sports
ufc paramount,2021-11-28,,sports
ufc paramount,2021-12-05,100,sports
ufc paramount,2021-12-12,,sports
ufc paramount,2021-12-19,,sports
ufc paramount,2021-12-26,,sports
ufc paramount,2022-01-02,,sports
ufc paramount,2022-01-09,,sports
ufc paramount,2022-01-16,,sports
ufc paramount,2022-01-23,,sports
ufc paramount,2022-01-30,100,sports
ufc paramount,2022-02-06,,sports
ufc paramount,2022-02-13,200,sports
ufc paramount,2022-02-20,100,sports
ufc paramount,2022-02-27,203,sports
ufc paramount,2022-03-06,49,sports
ufc paramount,2022-03-13,100,sports
ufc paramount,2022-03-20,100,sports
ufc paramount,2022-03-27,163,sports
ufc paramount,2022-04-03,100,sports
ufc paramount,2022-04-10,,sports
ufc paramount,2022-04-17,200,sports
ufc paramount,2022-04-24,,sports
ufc paramount,2022-05-01,89,sports
ufc paramount,2022-05-08,,sports
ufc paramount,2022-05-15,150,sports
ufc paramount,2022-05-22,,sports
ufc paramount,2022-05-29,,sports
ufc paramount,2022-06-05,79,sports
ufc paramount,2022-06-12,100,sports
ufc paramount,2022-06-19,,sports
ufc paramount,2022-06-26,100,sports
ufc paramount,2022-07-03,197,sports
ufc paramount,2022-07-10,77,sports
ufc paramount,2022-07-17,100,sports
ufc paramount,2022-07-24,100,sports
ufc paramount,2022-07-31,100,sports
ufc paramount,2022-08-07,,sports
ufc paramount,2022-08-14,100,sports
ufc paramount,2022-08-21,,sports
ufc paramount,2022-08-28,100,sports
ufc paramount,2022-09-04,69,sports
ufc paramount,2022-09-11,,sports
ufc paramount,2022-09-18,,sports
ufc paramount,2022-09-25,200,sports
ufc paramount,2022-10-02,,sports
ufc paramount,2022-10-09,100,sports
ufc paramount,2022-10-16,153,sports
ufc paramount,2022-10-23,,sports
ufc paramount,2022-10-30,100,sports
ufc paramount,2022-11-06,74,sports
ufc paramount,2022-11-13,100,sports
ufc paramount,2022-11-20,200,sports
ufc paramount,2022-11-27,100,sports
ufc paramount,2022-12-04,,sports
ufc paramount,2022-12-11,,sports
ufc paramount,2022-12-18,,sports
ufc paramount,2022-12-25,100,sports
ufc paramount,2023-01-01,98,sports
ufc paramount,2023-01-08,52,sports
ufc paramount,2023-01-15,97,sports
ufc paramount,2023-01-22,100,sports
ufc paramount,2023-01-29,200,sports
ufc paramount,2023-02-05,66,sports
ufc paramount,2023-02-12,94,sports
ufc paramount,2023-02-19,,sports
ufc paramount,2023-02-26,200,sports
ufc paramount,2023-03-05,,sports
ufc paramount,2023-03-12,58,sports
ufc paramount,2023-03-19,100,sports
ufc paramount,2023-03-26,,sports
ufc paramount,2023-04-02,70,sports
ufc paramount,2023-04-09,,sports
ufc paramount,2023-04-16,,sports
ufc paramount,2023-04-23,,sports
ufc paramount,2023-04-30,,sports
ufc paramount,2023-05-07,200,sports
ufc paramount,2023-05-14,61,sports
ufc paramount,2023-05-21,,sports
ufc paramount,2023-05-28,,sports
ufc paramount,2023-06-04,,sports
ufc paramount,2023-06-11,,sports
ufc paramount,2023-06-18,65,sports
ufc paramount,2023-06-25,,sports
ufc paramount,2023-07-02,,sports
ufc paramount,2023-07-09,168,sports
ufc paramount,2023-07-16,72,sports
ufc paramount,2023-07-23,100,sports
ufc paramount,2023-07-30,,sports
ufc paramount,2023-08-06,,sports
ufc paramount,2023-08-13,,sports
ufc paramount,2023-08-20,100,sports
ufc paramount,2023-08-27,,sports
ufc paramount,2023-09-03,,sports
ufc paramount,2023-09-10,,sports
ufc paramount,2023-09-17,,sports
ufc paramount,2023-09-24,,sports
ufc paramount,2023-10-01,,sports
ufc paramount,2023-10-08,281,sports
ufc paramount,2023-10-15,100,sports
ufc paramount,2023-10-22,45,sports
ufc paramount,2023-10-29,,sports
ufc paramount,2023-11-05,100,sports
ufc paramount,2023-11-12,,sports
ufc paramount,2023-11-19,100,sports
ufc paramount,2023-11-26,200,sports
ufc paramount,2023-12-03,87,sports
ufc paramount,2023-12-10,,sports
ufc paramount,2023-12-17,41,sports
ufc paramount,2023-12-24,,sports
ufc paramount,2023-12-31,,sports
ufc paramount,2024-01-07,,sports
ufc paramount,2024-01-14,81,sports
ufc paramount,2024-01-21,100,sports
ufc paramount,2024-01-28,88,sports
ufc paramount,2024-02-04,297,sports
ufc paramount,2024-02-11,93,sports
ufc paramount,2024-02-18,,sports
ufc paramount,2024-02-25,,sports
ufc paramount,2024-03-03,80,sports
ufc paramount,2024-03-10,,sports
ufc paramount,2024-03-17,,sports
ufc paramount,2024-03-24,100,sports
ufc paramount,2024-03-31,64,sports
ufc paramount,2024-04-07,100,sports
ufc paramount,2024-04-14,,sports
ufc paramount,2024-04-21,100,sports
ufc paramount,2024-04-28,100,sports
ufc paramount,2024-05-05,,sports
ufc paramount,2024-05-12,,sports
ufc paramount,2024-05-19,,sports
ufc paramount,2024-05-26,155,sports
ufc paramount,2024-06-02,196,sports
ufc paramount,2024-06-09,,sports
ufc paramount,2024-06-16,,sports
ufc paramount,2024-06-23,,sports
ufc paramount,2024-06-30,,sports
ufc paramount,2024-07-07,,sports
ufc paramount,2024-07-14,200,sports
ufc paramount,2024-07-21,183,sports
ufc paramount,2024-07-28,,sports
ufc paramount,2024-08-04,,sports
ufc paramount,2024-08-11,284,sports
ufc paramount,2024-08-18,100,sports
ufc paramount,2024-08-25,,sports
ufc paramount,2024-09-01,200,sports
ufc paramount,2024-09-08,100,sports
ufc paramount,2024-09-15,198,sports
ufc paramount,2024-09-22,,sports
ufc paramount,2024-09-29,,sports
ufc paramount,2024-10-06,,sports
ufc paramount,2024-10-13,,sports
ufc paramount,2024-10-20,80,sports
ufc paramount,2024-10-27,48,sports
ufc paramount,2024-11-03,97,sports
ufc paramount,2024-11-10,,sports
ufc paramount,2024-11-17,160,sports
ufc paramount,2024-11-24,100,sports
ufc paramount,2024-12-01,,sports
ufc paramount,2024-12-08,,sports
ufc paramount,2024-12-15,100,sports
ufc paramount,2024-12-22,100,sports
ufc paramount,2024-12-29,,sports
ufc paramount,2025-01-05,100,sports
ufc paramount,2025-01-12,,sports
ufc paramount,2025-01-19,,sports
ufc paramount,2025-01-26,100,sports
ufc paramount,2025-02-02,,sports
ufc paramount,2025-02-09,,sports
ufc paramount,2025-02-16,,sports
ufc paramount,2025-02-23,,sports
ufc paramount,2025-03-02,,sports
ufc paramount,2025-03-09,,sports
ufc paramount,2025-03-16,,sports
ufc paramount,2025-03-23,100,sports
ufc paramount,2025-03-30,100,sports
ufc paramount,2025-04-06,100,sports
ufc paramount,2025-04-13,100,sports
ufc paramount,2025-04-20,,sports
ufc paramount,2025-04-27,100,sports
ufc paramount,2025-05-04,,sports
ufc paramount,2025-05-11,100,sports
ufc paramount,2025-05-18,,sports
ufc paramount,2025-05-25,193,sports
ufc paramount,2025-06-01,,sports
ufc paramount,2025-06-08,,sports
ufc paramount,2025-06-15,100,sports
ufc paramount,2025-06-22,,sports
ufc paramount,2025-06-29,,sports
ufc paramount,2025-07-06,300,sports
ufc paramount,2025-07-13,,sports
ufc paramount,2025-07-20,,sports
ufc paramount,2025-07-27,11,sports
ufc paramount,2025-08-03,,sports
ufc paramount,2025-08-10,7243,sports
vissel kobe - barcelona,2020-08-16,140,sports
vissel kobe - barcelona,2020-08-23,57,sports
vissel kobe - barcelona,2020-08-30,,sports
vissel kobe - barcelona,2020-09-06,14,sports
vissel kobe - barcelona,2020-09-13,16,sports
vissel kobe - barcelona,2020-09-20,,sports
vissel kobe - barcelona,2020-09-27,,sports
vissel kobe - barcelona,2020-10-04,89,sports
vissel kobe - barcelona,2020-10-11,130,sports
vissel kobe - barcelona,2020-10-18,34,sports
vissel kobe - barcelona,2020-10-25,,sports
vissel kobe - barcelona,2020-11-01,,sports
vissel kobe - barcelona,2020-11-08,186,sports
vissel kobe - barcelona,2020-11-15,,sports
vissel kobe - barcelona,2020-11-22,,sports
vissel kobe - barcelona,2020-11-29,100,sports
vissel kobe - barcelona,2020-12-06,,sports
vissel kobe - barcelona,2020-12-13,,sports
vissel kobe - barcelona,2020-12-20,,sports
vissel kobe - barcelona,2020-12-27,107,sports
vissel kobe - barcelona,2021-01-03,,sports
vissel kobe - barcelona,2021-01-10,,sports
vissel kobe - barcelona,2021-01-17,,sports
vissel kobe - barcelona,2021-01-24,,sports
vissel kobe - barcelona,2021-01-31,40,sports
vissel kobe - barcelona,2021-02-07,,sports
vissel kobe - barcelona,2021-02-14,,sports
vissel kobe - barcelona,2021-02-21,,sports
vissel kobe - barcelona,2021-02-28,17,sports
vissel kobe - barcelona,2021-03-07,19,sports
vissel kobe - barcelona,2021-03-14,,sports
vissel kobe - barcelona,2021-03-21,,sports
vissel kobe - barcelona,2021-03-28,,sports
vissel kobe - barcelona,2021-04-04,,sports
vissel kobe - barcelona,2021-04-11,,sports
vissel kobe - barcelona,2021-04-18,112,sports
vissel kobe - barcelona,2021-04-25,12,sports
vissel kobe - barcelona,2021-05-02,,sports
vissel kobe - barcelona,2021-05-09,163,sports
vissel kobe - barcelona,2021-05-16,99,sports
vissel kobe - barcelona,2021-05-23,,sports
vissel kobe - barcelona,2021-05-30,18,sports
vissel kobe - barcelona,2021-06-06,,sports
vissel kobe - barcelona,2021-06-13,,sports
vissel kobe - barcelona,2021-06-20,,sports
vissel kobe - barcelona,2021-06-27,188,sports
vissel kobe - barcelona,2021-07-04,,sports
vissel kobe - barcelona,2021-07-11,,sports
vissel kobe - barcelona,2021-07-18,76,sports
vissel kobe - barcelona,2021-07-25,,sports
vissel kobe - barcelona,2021-08-01,120,sports
vissel kobe - barcelona,2021-08-08,137,sports
vissel kobe - barcelona,2021-08-15,31,sports
vissel kobe - barcelona,2021-08-22,54,sports
vissel kobe - barcelona,2021-08-29,69,sports
vissel kobe - barcelona,2021-09-05,,sports
vissel kobe - barcelona,2021-09-12,24,sports
vissel kobe - barcelona,2021-09-19,192,sports
vissel kobe - barcelona,2021-09-26,104,sports
vissel kobe - barcelona,2021-10-03,,sports
vissel kobe - barcelona,2021-10-10,193,sports
vissel kobe - barcelona,2021-10-17,116,sports
vissel kobe - barcelona,2021-10-24,108,sports
vissel kobe - barcelona,2021-10-31,,sports
vissel kobe - barcelona,2021-11-07,285,sports
vissel kobe - barcelona,2021-11-14,,sports
vissel kobe - barcelona,2021-11-21,,sports
vissel kobe - barcelona,2021-11-28,148,sports
vissel kobe - barcelona,2021-12-05,35,sports
vissel kobe - barcelona,2021-12-12,,sports
vissel kobe - barcelona,2021-12-19,13,sports
vissel kobe - barcelona,2021-12-26,100,sports
vissel kobe - barcelona,2022-01-02,,sports
vissel kobe - barcelona,2022-01-09,100,sports
vissel kobe - barcelona,2022-01-16,62,sports
vissel kobe - barcelona,2022-01-23,,sports
vissel kobe - barcelona,2022-01-30,100,sports
vissel kobe - barcelona,2022-02-06,,sports
vissel kobe - barcelona,2022-02-13,93,sports
vissel kobe - barcelona,2022-02-20,,sports
vissel kobe - barcelona,2022-02-27,121,sports
vissel kobe - barcelona,2022-03-06,,sports
vissel kobe - barcelona,2022-03-13,,sports
vissel kobe - barcelona,2022-03-20,,sports
vissel kobe - barcelona,2022-03-27,65,sports
vissel kobe - barcelona,2022-04-03,209,sports
vissel kobe - barcelona,2022-04-10,,sports
vissel kobe - barcelona,2022-04-17,,sports
vissel kobe - barcelona,2022-04-24,,sports
vissel kobe - barcelona,2022-05-01,53,sports
vissel kobe - barcelona,2022-05-08,,sports
vissel kobe - barcelona,2022-05-15,66,sports
vissel kobe - barcelona,2022-05-22,,sports
vissel kobe - barcelona,2022-05-29,,sports
vissel kobe - barcelona,2022-06-05,108,sports
vissel kobe - barcelona,2022-06-12,114,sports
vissel kobe - barcelona,2022-06-19,49,sports
vissel kobe - barcelona,2022-06-26,84,sports
vissel kobe - barcelona,2022-07-03,,sports
vissel kobe - barcelona,2022-07-10,131,sports
vissel kobe - barcelona,2022-07-17,,sports
vissel kobe - barcelona,2022-07-24,,sports
vissel kobe - barcelona,2022-07-31,125,sports
vissel kobe - barcelona,2022-08-07,,sports
vissel kobe - barcelona,2022-08-14,86,sports
vissel kobe - barcelona,2022-08-21,,sports
vissel kobe - barcelona,2022-08-28,3,sports
vissel kobe - barcelona,2022-09-04,,sports
vissel kobe - barcelona,2022-09-11,279,sports
vissel kobe - barcelona,2022-09-18,,sports
vissel kobe - barcelona,2022-09-25,,sports
vissel kobe - barcelona,2022-10-02,13,sports
vissel kobe - barcelona,2022-10-09,,sports
vissel kobe - barcelona,2022-10-16,14,sports
vissel kobe - barcelona,2022-10-23,,sports
vissel kobe - barcelona,2022-10-30,291,sports
vissel kobe - barcelona,2022-11-06,,sports
vissel kobe - barcelona,2022-11-13,164,sports
vissel kobe - barcelona,2022-11-20,,sports
vissel kobe - barcelona,2022-11-27,100,sports
vissel kobe - barcelona,2022-12-04,100,sports
vissel kobe - barcelona,2022-12-11,,sports
vissel kobe - barcelona,2022-12-18,100,sports
vissel kobe - barcelona,2022-12-25,100,sports
vissel kobe - barcelona,2023-01-01,,sports
vissel kobe - barcelona,2023-01-08,63,sports
vissel kobe - barcelona,2023-01-15,112,sports
vissel kobe - barcelona,2023-01-22,,sports
vissel kobe - barcelona,2023-01-29,111,sports
vissel kobe - barcelona,2023-02-05,,sports
vissel kobe - barcelona,2023-02-12,60,sports
vissel kobe - barcelona,2023-02-19,57,sports
vissel kobe - barcelona,2023-02-26,,sports
vissel kobe - barcelona,2023-03-05,,sports
vissel kobe - barcelona,2023-03-12,,sports
vissel kobe - barcelona,2023-03-19,,sports
vissel kobe - barcelona,2023-03-26,72,sports
vissel kobe - barcelona,2023-04-02,,sports
vissel kobe - barcelona,2023-04-09,82,sports
vissel kobe - barcelona,2023-04-16,100,sports
vissel kobe - barcelona,2023-04-23,,sports
vissel kobe - barcelona,2023-04-30,44,sports
vissel kobe - barcelona,2023-05-07,,sports
vissel kobe - barcelona,2023-05-14,,sports
vissel kobe - barcelona,2023-05-21,22,sports
vissel kobe - barcelona,2023-05-28,,sports
vissel kobe - barcelona,2023-06-04,190,sports
vissel kobe - barcelona,2023-06-11,12,sports
vissel kobe - barcelona,2023-06-18,123,sports
vissel kobe - barcelona,2023-06-25,,sports
vissel kobe - barcelona,2023-07-02,,sports
vissel kobe - barcelona,2023-07-09,,sports
vissel kobe - barcelona,2023-07-16,61,sports
vissel kobe - barcelona,2023-07-23,96,sports
vissel kobe - barcelona,2023-07-30,100,sports
vissel kobe - barcelona,2023-08-06,,sports
vissel kobe - barcelona,2023-08-13,34,sports
vissel kobe - barcelona,2023-08-20,,sports
vissel kobe - barcelona,2023-08-27,11,sports
vissel kobe - barcelona,2023-09-03,13,sports
vissel kobe - barcelona,2023-09-10,,sports
vissel kobe - barcelona,2023-09-17,100,sports
vissel kobe - barcelona,2023-09-24,93,sports
vissel kobe - barcelona,2023-10-01,62,sports
vissel kobe - barcelona,2023-10-08,,sports
vissel kobe - barcelona,2023-10-15,,sports
vissel kobe - barcelona,2023-10-22,,sports
vissel kobe - barcelona,2023-10-29,100,sports
